x1,x2,x3,x4,target
(-inf..5.0],(36.67..+inf),(9166.67..+inf),(76.17..+inf),1
(-inf..5.0],(36.67..+inf),(9166.67..+inf),(76.17..+inf),1
(-inf..5.0],(36.67..+inf),(9166.67..+inf),(76.17..+inf),1
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(18.83..32.67],1
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(18.83..32.67],1
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(32.67..46.5],1
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(32.67..46.5],1
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(32.67..46.5],1
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(32.67..46.5],1
(-inf..5.0],(17.0..22.33],(4250.0..5583.33],(32.67..46.5],1
(-inf..5.0],(17.0..22.33],(4250.0..5583.33],(32.67..46.5],1
(-inf..5.0],(22.33..36.67],(5583.33..9166.67],(76.17..+inf),0
(-inf..5.0],(22.33..36.67],(5583.33..9166.67],(76.17..+inf),0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(-inf..18.83],1
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(32.67..46.5],0
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(32.67..46.5],0
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(32.67..46.5],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],1
(-inf..5.0],(22.33..36.67],(5583.33..9166.67],(46.5..60.33],0
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(46.5..60.33],0
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(46.5..60.33],0
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(46.5..60.33],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],1
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(46.5..60.33],1
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(46.5..60.33],1
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(46.5..60.33],1
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(46.5..60.33],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],0
(5.0..10.0],(6.33..11.67],(1583.33..2916.67],(-inf..18.83],0
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(60.33..76.17],0
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(60.33..76.17],0
(-inf..5.0],(17.0..22.33],(4250.0..5583.33],(60.33..76.17],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(76.17..+inf),0
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(76.17..+inf),0
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(76.17..+inf),0
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(76.17..+inf),0
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(76.17..+inf),0
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(76.17..+inf),0
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(76.17..+inf),0
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(76.17..+inf),0
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(76.17..+inf),0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(46.5..60.33],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(46.5..60.33],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(46.5..60.33],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(46.5..60.33],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(46.5..60.33],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(46.5..60.33],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(46.5..60.33],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(46.5..60.33],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(46.5..60.33],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(46.5..60.33],0
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(60.33..76.17],1
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(60.33..76.17],1
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(60.33..76.17],1
(-inf..5.0],(11.67..17.0],(2916.67..4250.0],(60.33..76.17],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],1
(10.0..15.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],0
(10.0..15.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],0
(10.0..15.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],0
(10.0..15.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],0
(10.0..15.0],(6.33..11.67],(1583.33..2916.67],(18.83..32.67],0
(5.0..10.0],(11.67..17.0],(2916.67..4250.0],(60.33..76.17],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(60.33..76.17],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(60.33..76.17],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(60.33..76.17],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(60.33..76.17],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(60.33..76.17],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(60.33..76.17],0
(10.0..15.0],(22.33..36.67],(5583.33..9166.67],(60.33..76.17],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(76.17..+inf),1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],1
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(-inf..6.33],(-inf..1583.33],(32.67..46.5],0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(46.5..60.33],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(46.5..60.33],1
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(76.17..+inf),0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(76.17..+inf),0
(-inf..5.0],(6.33..11.67],(1583.33..2916.67],(76.17..+inf),0
(5.0..10.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(5.0..10.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(5.0..10.0],(-inf..6.33],(-inf..1583.33],(18.83..32.67],0
(5.0..10.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(5.0..10.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(5.0..10.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(5.0..10.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(5.0..10.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(5.0..10.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(5.0..10.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(5.0..10.0],(-inf..6.33],(-inf..1583.33],(-inf..18.83],0
(10.0..15.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],0
(10.0..15.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],0
(10.0..15.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],0
(10.0..15.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],0
(10.0..15.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],0
(10.0..15.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],0
(10.0..15.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],0
(10.0..15.0],(6.33..11.67],(1583.33..2916.67],(32.67..46.5],0
